Year,Month,Region,Org Code,Org Name,R1r,R1n,R2r,R2n,M4b,M4n,K4b,K4n,K1n,K1m,K150,K190,R3s,R3n,R4s,R4n,R5b,R5n,R0n,R6s,R6n,R7s,R7n,SQU03_5_1_1,SQU03_5_1_2,SQU03_5_2_1,SQU03_5_2_2,SQU03_6_1_1,SQU03_6_1_2,M1n,M3n,M3m,M390,K2n,K2m,K250,K290,K3n,K3m,K350,K390,P1b,P1n
2011,9,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,51,219,14,35,127,153,511,527,.,.,.,.,10,204,7,32,.,.,.,.,.,.,.,0,0,59,65,113,192,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,92,309,22,39,118,216,953,1080,.,.,.,.,20,305,7,37,.,.,.,.,.,.,.,0,0,84,97,261,426,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,24,109,7,15,69,79,410,413,.,.,.,.,5,104,4,10,.,.,.,.,.,.,.,0,0,77,79,266,411,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y59,R1F,ISLE OF WIGHT NHS TRUST,2,8,0,1,3,3,37,44,.,.,.,.,0,8,0,1,.,.,.,.,.,.,.,0,0,1,1,15,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,29,145,4,10,33,50,47,50,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,0,0,75,77,84,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y58,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,17,76,8,11,36,36,137,139,.,.,.,.,7,76,4,11,.,.,.,.,.,.,.,0,0,39,40,45,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,9,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,32,166,7,21,149,187,562,607,.,.,.,.,10,165,3,21,.,.,.,.,.,.,.,6,6,51,62,139,216,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Eng,Eng,England,519,2076,129,289,1033,1396,6263,6646,.,.,.,.,136,1789,53,243,.,.,.,.,.,.,.,10,28,860,945,1777,2586,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,North East and Yorkshire,Y63,North East and Yorkshire,60,356,19,50,177,236,998,1054,.,.,.,.,23,353,10,48,.,.,.,.,.,.,.,0,2,160,185,412,542,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,North West,Y62,North West,65,285,11,44,118,165,660,678,.,.,.,.,14,214,5,32,.,.,.,.,.,.,.,3,5,71,83,220,261,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Midlands,Y60,Midlands,76,235,15,31,190,261,1618,1709,.,.,.,.,23,214,6,24,.,.,.,.,.,.,.,2,10,189,211,163,271,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,East of England,Y61,East of England,61,289,22,42,114,140,567,585,.,.,.,.,12,274,9,35,.,.,.,.,.,.,.,0,0,116,123,115,206,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,London,Y56,London,114,336,29,46,107,194,1035,1163,.,.,.,.,40,328,14,44,.,.,.,.,.,.,.,0,0,88,96,336,478,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,South East,Y59,South East,80,300,16,35,112,141,610,637,.,.,.,.,6,131,3,19,.,.,.,.,.,.,.,1,1,153,156,351,551,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,South West,Y58,South West,63,275,17,41,215,259,775,820,.,.,.,.,18,275,6,41,.,.,.,.,.,.,.,4,10,83,91,180,277,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,20,118,9,22,66,76,219,239,.,.,.,.,9,118,6,22,.,.,.,.,.,.,.,0,0,72,73,120,136,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,65,285,11,44,118,165,660,678,.,.,.,.,14,214,5,32,.,.,.,.,.,.,.,3,5,71,83,220,261,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,40,238,10,28,111,160,779,815,.,.,.,.,14,235,4,26,.,.,.,.,.,.,.,0,2,88,112,292,406,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,17,78,4,15,111,158,860,897,.,.,.,.,4,57,2,8,.,.,.,.,.,.,.,1,6,72,78,24,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,59,157,11,16,79,103,758,812,.,.,.,.,19,157,4,16,.,.,.,.,.,.,.,1,4,117,133,139,221,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,61,289,22,42,114,140,567,585,.,.,.,.,12,274,9,35,.,.,.,.,.,.,.,0,0,116,123,115,206,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,114,336,29,46,107,194,1035,1163,.,.,.,.,40,328,14,44,.,.,.,.,.,.,.,0,0,88,96,336,478,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,56,144,13,24,78,87,524,544,.,.,.,.,4,120,2,18,.,.,.,.,.,.,.,1,1,72,74,242,341,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Y59,R1F,ISLE OF WIGHT NHS TRUST,4,11,1,1,2,4,38,43,.,.,.,.,2,11,1,1,.,.,.,.,.,.,.,0,0,2,2,10,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,20,145,2,10,32,50,48,50,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,0,0,79,80,99,185,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Y58,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,26,92,8,16,49,50,122,128,.,.,.,.,7,92,2,16,.,.,.,.,.,.,.,0,0,42,44,43,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,10,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,37,183,9,25,166,209,653,692,.,.,.,.,11,183,4,25,.,.,.,.,.,.,.,4,10,41,47,137,209,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,Eng,Eng,England,474,2103,125,297,1065,1416,5770,6039,.,.,.,.,122,1975,52,261,.,.,.,.,.,.,.,18,37,844,929,1771,2682,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,North East and Yorkshire,Y63,North East and Yorkshire,58,357,17,59,148,218,1032,1070,.,.,.,.,18,354,6,59,.,.,.,.,.,.,.,0,1,183,203,430,550,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,North West,Y62,North West,56,235,11,27,111,148,674,682,.,.,.,.,16,160,3,15,.,.,.,.,.,.,.,3,5,69,76,232,274,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,Midlands,Y60,Midlands,53,248,12,31,223,286,1426,1494,.,.,.,.,16,242,7,29,.,.,.,.,.,.,.,11,21,200,218,162,311,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,East of England,Y61,East of England,54,313,17,39,96,127,636,660,.,.,.,.,17,302,10,36,.,.,.,.,.,.,.,0,0,57,62,131,247,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,London,Y56,London,99,348,21,41,159,255,675,737,.,.,.,.,25,336,13,34,.,.,.,.,.,.,.,0,0,94,104,269,418,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,South East,Y59,South East,84,319,23,50,123,143,572,611,.,.,.,.,7,303,3,42,.,.,.,.,.,.,.,1,1,154,162,389,612,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,South West,Y58,South West,70,283,24,50,205,239,755,785,.,.,.,.,23,278,10,46,.,.,.,.,.,.,.,3,9,87,104,158,270,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,25,127,10,27,56,67,275,289,.,.,.,.,8,126,5,27,.,.,.,.,.,.,.,0,0,85,92,151,170,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,56,235,11,27,111,148,674,682,.,.,.,.,16,160,3,15,.,.,.,.,.,.,.,3,5,69,76,232,274,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,33,230,7,32,92,151,757,781,.,.,.,.,10,228,1,32,.,.,.,.,.,.,.,0,1,98,111,279,380,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,10,74,3,11,131,164,697,726,.,.,.,.,3,68,2,9,.,.,.,.,.,.,.,8,16,90,94,55,98,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,43,174,9,20,92,122,729,768,.,.,.,.,13,174,5,20,.,.,.,.,.,.,.,3,5,110,124,107,213,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,54,313,17,39,96,127,636,660,.,.,.,.,17,302,10,36,.,.,.,.,.,.,.,0,0,57,62,131,247,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,99,348,21,41,159,255,675,737,.,.,.,.,25,336,13,34,.,.,.,.,.,.,.,0,0,94,104,269,418,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,51,158,13,22,80,87,500,531,.,.,.,.,7,142,3,14,.,.,.,.,.,.,.,1,1,73,77,298,428,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,Y59,R1F,ISLE OF WIGHT NHS TRUST,1,11,1,1,4,6,24,30,.,.,.,.,0,11,0,1,.,.,.,.,.,.,.,0,0,0,0,9,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,32,150,9,27,39,50,48,50,.,.,.,.,0,150,0,27,.,.,.,.,.,.,.,0,0,81,85,82,165,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,Y58,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,20,88,7,18,48,49,109,110,.,.,.,.,10,88,4,18,.,.,.,.,.,.,.,0,0,36,43,43,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,11,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,50,195,17,32,157,190,646,675,.,.,.,.,13,190,6,28,.,.,.,.,.,.,.,3,9,51,61,115,202,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,Eng,Eng,England,557,2426,138,325,1093,1508,5796,6055,.,.,.,.,137,2267,58,287,.,.,.,.,.,.,.,20,39,911,1035,1783,2781,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,North East and Yorkshire,Y63,North East and Yorkshire,92,455,26,61,167,244,1088,1145,.,.,.,.,27,445,11,58,.,.,.,.,.,.,.,0,1,140,166,450,618,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,North West,Y62,North West,76,290,10,36,129,171,667,677,.,.,.,.,8,159,1,20,.,.,.,.,.,.,.,10,15,114,155,197,262,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,Midlands,Y60,Midlands,44,235,14,29,195,262,1346,1404,.,.,.,.,20,233,7,29,.,.,.,.,.,.,.,6,14,205,228,194,355,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,East of England,Y61,East of England,51,336,18,37,106,138,578,599,.,.,.,.,14,328,9,35,.,.,.,.,.,.,.,0,0,106,111,115,237,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,London,Y56,London,107,415,17,49,162,269,736,785,.,.,.,.,28,410,10,49,.,.,.,.,.,.,.,0,0,116,120,284,438,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,South East,Y59,South East,104,402,31,69,108,146,599,634,.,.,.,.,15,398,9,52,.,.,.,.,.,.,.,2,5,144,148,333,551,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,South West,Y58,South West,83,293,22,44,226,278,782,811,.,.,.,.,25,294,11,44,.,.,.,.,.,.,.,2,4,86,107,210,320,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,36,146,15,32,75,105,282,296,.,.,.,.,8,142,5,29,.,.,.,.,.,.,.,0,0,56,58,155,174,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,76,290,10,36,129,171,667,677,.,.,.,.,8,159,1,20,.,.,.,.,.,.,.,10,15,114,155,197,262,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,56,309,11,29,92,139,806,849,.,.,.,.,19,303,6,29,.,.,.,.,.,.,.,0,1,84,108,295,444,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,7,59,3,8,114,151,454,480,.,.,.,.,4,57,2,8,.,.,.,.,.,.,.,4,10,81,87,54,120,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,37,176,11,21,81,111,892,924,.,.,.,.,16,176,5,21,.,.,.,.,.,.,.,2,4,124,141,140,235,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,51,336,18,37,106,138,578,599,.,.,.,.,14,328,9,35,.,.,.,.,.,.,.,0,0,106,111,115,237,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,107,415,17,49,162,269,736,785,.,.,.,.,28,410,10,49,.,.,.,.,.,.,.,0,0,116,120,284,438,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,60,207,17,31,70,91,511,541,.,.,.,.,12,203,6,14,.,.,.,.,.,.,.,0,0,75,78,245,357,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,Y59,R1F,ISLE OF WIGHT NHS TRUST,3,15,2,6,5,5,39,43,.,.,.,.,2,15,2,6,.,.,.,.,.,.,.,2,5,0,0,15,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,41,180,12,32,33,50,49,50,.,.,.,.,1,180,1,32,.,.,.,.,.,.,.,0,0,69,70,73,169,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,Y58,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,17,87,6,13,44,45,111,111,.,.,.,.,6,87,3,13,.,.,.,.,.,.,.,0,0,27,36,43,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2011,12,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,66,206,16,31,182,233,671,700,.,.,.,.,19,207,8,31,.,.,.,.,.,.,.,2,4,59,71,167,256,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,Eng,Eng,England,536,2483,140,342,1134,1484,6026,6308,.,.,.,.,150,2395,63,330,.,.,.,.,.,.,.,18,32,875,957,1777,2799,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,North East and Yorkshire,Y63,North East and Yorkshire,65,419,26,69,185,248,1064,1103,.,.,.,.,24,411,13,66,.,.,.,.,.,.,.,0,1,155,181,406,541,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,North West,Y62,North West,60,228,12,25,135,164,528,536,.,.,.,.,14,188,4,20,.,.,.,.,.,.,.,5,9,86,96,196,245,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,Midlands,Y60,Midlands,91,457,16,51,163,224,1550,1614,.,.,.,.,27,444,5,49,.,.,.,.,.,.,.,10,17,189,208,210,347,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,East of England,Y61,East of England,53,312,16,34,141,170,698,725,.,.,.,.,16,306,8,32,.,.,.,.,.,.,.,1,2,108,112,95,211,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,London,Y56,London,104,360,24,50,160,252,784,821,.,.,.,.,27,353,14,46,.,.,.,.,.,.,.,0,1,99,107,335,508,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,South East,Y59,South East,102,410,34,70,121,168,678,763,.,.,.,.,23,397,13,74,.,.,.,.,.,.,.,1,1,142,148,352,646,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,South West,Y58,South West,61,297,12,43,229,258,724,746,.,.,.,.,19,296,6,43,.,.,.,.,.,.,.,1,1,96,105,183,301,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,31,139,13,32,72,91,277,288,.,.,.,.,10,136,7,31,.,.,.,.,.,.,.,0,0,57,63,132,153,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,60,228,12,25,135,164,528,536,.,.,.,.,14,188,4,20,.,.,.,.,.,.,.,5,9,86,96,196,245,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,34,280,13,37,113,157,787,815,.,.,.,.,14,275,6,35,.,.,.,.,.,.,.,0,1,98,118,274,388,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,35,249,7,31,98,128,792,829,.,.,.,.,11,236,3,29,.,.,.,.,.,.,.,7,13,89,95,66,134,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,56,208,9,20,65,96,758,785,.,.,.,.,16,208,2,20,.,.,.,.,.,.,.,3,4,100,113,144,213,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,53,312,16,34,141,170,698,725,.,.,.,.,16,306,8,32,.,.,.,.,.,.,.,1,2,108,112,95,211,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,104,360,24,50,160,252,784,821,.,.,.,.,27,353,14,46,.,.,.,.,.,.,.,0,1,99,107,335,508,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,58,287,14,33,81,115,594,669,.,.,.,.,16,274,6,27,.,.,.,.,.,.,.,0,0,86,92,242,432,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,Y59,R1F,ISLE OF WIGHT NHS TRUST,4,14,2,4,2,3,36,44,.,.,.,.,1,14,1,4,.,.,.,.,.,.,.,1,1,0,0,24,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,40,109,18,33,38,50,48,50,.,.,.,.,6,109,6,43,.,.,.,.,.,.,.,0,0,56,56,86,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,Y58,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,17,94,5,15,40,42,116,116,.,.,.,.,5,94,2,15,.,.,.,.,.,.,.,0,0,38,39,41,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,1,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,44,203,7,28,189,216,608,630,.,.,.,.,14,202,4,28,.,.,.,.,.,.,.,1,1,58,66,142,234,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,Eng,Eng,England,572,2505,157,358,1080,1383,5927,6190,.,.,.,.,170,2402,64,320,.,.,.,.,.,.,.,18,29,843,939,1695,2813,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,North East and Yorkshire,Y63,North East and Yorkshire,70,382,30,71,170,223,995,1040,.,.,.,.,21,371,12,65,.,.,.,.,.,.,.,0,2,156,187,327,470,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,North West,Y62,North West,66,249,8,24,108,131,520,529,.,.,.,.,13,198,3,17,.,.,.,.,.,.,.,6,6,85,92,192,248,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,Midlands,Y60,Midlands,102,487,22,62,207,274,1458,1518,.,.,.,.,40,487,12,62,.,.,.,.,.,.,.,7,14,183,204,195,347,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,East of England,Y61,East of England,62,318,23,37,101,119,592,638,.,.,.,.,15,304,7,31,.,.,.,.,.,.,.,2,2,77,89,98,217,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,London,Y56,London,94,366,24,53,161,226,775,796,.,.,.,.,30,355,16,50,.,.,.,.,.,.,.,0,1,88,93,258,434,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,South East,Y59,South East,116,419,34,73,98,144,944,997,.,.,.,.,25,404,7,58,.,.,.,.,.,.,.,0,0,123,134,456,804,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,South West,Y58,South West,62,284,16,38,235,266,643,672,.,.,.,.,26,283,7,37,.,.,.,.,.,.,.,3,4,131,140,169,293,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,34,129,17,36,67,88,290,301,.,.,.,.,11,125,5,33,.,.,.,.,.,.,.,0,0,68,69,110,132,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,66,249,8,24,108,131,520,529,.,.,.,.,13,198,3,17,.,.,.,.,.,.,.,6,6,85,92,192,248,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,36,253,13,35,103,135,705,739,.,.,.,.,10,246,7,32,.,.,.,.,.,.,.,0,2,88,118,217,338,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,63,314,11,40,140,185,748,774,.,.,.,.,29,314,8,40,.,.,.,.,.,.,.,6,13,84,92,65,144,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,39,173,11,22,67,89,710,744,.,.,.,.,11,173,4,22,.,.,.,.,.,.,.,1,1,99,112,130,203,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,62,318,23,37,101,119,592,638,.,.,.,.,15,304,7,31,.,.,.,.,.,.,.,2,2,77,89,98,217,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,94,366,24,53,161,226,775,796,.,.,.,.,30,355,16,50,.,.,.,.,.,.,.,0,1,88,93,258,434,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,79,315,20,48,73,92,865,908,.,.,.,.,16,300,7,33,.,.,.,.,.,.,.,0,0,50,59,374,627,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,Y59,R1F,ISLE OF WIGHT NHS TRUST,3,13,1,3,2,2,34,39,.,.,.,.,0,13,0,3,.,.,.,.,.,.,.,0,0,0,0,12,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,34,91,13,22,23,50,45,50,.,.,.,.,9,91,0,22,.,.,.,.,.,.,.,0,0,73,75,70,159,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,Y58,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,19,85,6,14,43,43,116,116,.,.,.,.,10,85,1,14,.,.,.,.,.,.,.,0,0,51,55,36,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,2,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,43,199,10,24,192,223,527,556,.,.,.,.,16,198,6,23,.,.,.,.,.,.,.,3,4,80,85,133,231,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,3,Eng,Eng,England,557,2347,129,328,1142,1506,6738,7035,.,.,.,.,151,2217,55,297,.,.,.,.,.,.,.,21,33,871,1000,1963,3093,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,3,North East and Yorkshire,Y63,North East and Yorkshire,67,354,27,58,155,235,1080,1131,.,.,.,.,16,344,13,53,.,.,.,.,.,.,.,0,1,170,196,470,677,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,3,North West,Y62,North West,47,272,9,36,124,151,817,825,.,.,.,.,9,195,2,22,.,.,.,.,.,.,.,4,6,113,138,264,319,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,3,Midlands,Y60,Midlands,122,481,35,84,211,264,1410,1480,.,.,.,.,36,469,14,78,.,.,.,.,.,.,.,15,22,201,223,200,331,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,3,East of England,Y61,East of England,47,243,9,24,113,138,591,625,.,.,.,.,8,227,2,21,.,.,.,.,.,.,.,0,0,65,69,125,227,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,3,London,Y56,London,114,367,20,42,160,230,780,815,.,.,.,.,30,358,14,41,.,.,.,.,.,.,.,0,0,119,130,294,476,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,3,South East,Y59,South East,86,307,16,33,174,240,1323,1400,.,.,.,.,31,303,4,33,.,.,.,.,.,.,.,1,1,126,149,432,762,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2012,3,South West,Y58,South West,74,323,13,51,205,248,737,759,.,.,.,.,21,321,6,49,.,.,.,.,.,.,.,1,3,77,95,178,301,.,.,.,.,.,.,.,.,.,.,.,.,.,.
